From,to,quantity,time,location,Flownumberfrom,Flownumberto,ParentProcessFlowfrom,ParentProcessFlowto,Subprocessnumbersfrom,Subprocessnumbersto
Import_limestone,Concrete_sand,0,2019,England,57,20,0,0,nan,nan
Import_limestone,Concrete_gravel,0,2019,England,57,21,0,0,nan,nan
Import_limestone,Concrete_crushed_rock,0,2019,England,57,22,0,0,nan,nan
Import_limestone,Concrete_steel,0,2019,England,57,23,0,0,nan,nan
Import_limestone,Concrete_cement,0,2019,England,57,24,0,0,nan,nan
Import_limestone,Mortar_sand,0,2019,England,57,25,0,0,nan,nan
Import_limestone,Mortar_cement,0,2019,England,57,26,0,0,nan,nan
Import_limestone,Other_aggregate_use,0,2019,England,57,38,0,0,nan,nan
Import_limestone,Non_aggregate_use,0,2019,England,57,39,0,0,nan,nan
Import_clinker,Sand_pr,0,2019,England,58,13,0,0,nan,nan
Import_clinker,Gravel_pr,0,2019,England,58,14,0,0,nan,nan
Import_clinker,Crushed_rock_pr,0,2019,England,58,15,0,0,nan,nan
Import_clinker,Secondary_aggregates_pr,0,2019,England,58,16,0,0,nan,nan
Import_clinker,C&D_waste_pr,0,2019,England,58,17,0,0,nan,nan
Import_clinker,Reinforcing_steel_manufacturing,0,2019,England,58,19,0,0,nan,nan
Import_clinker,Concrete_sand,0,2019,England,58,20,0,0,nan,nan
Import_clinker,Concrete_gravel,0,2019,England,58,21,0,0,nan,nan
Import_clinker,Concrete_crushed_rock,0,2019,England,58,22,0,0,nan,nan
Import_clinker,Concrete_steel,0,2019,England,58,23,0,0,nan,nan
Import_clinker,Concrete_cement,0,2019,England,58,24,0,0,nan,nan
Import_clinker,Mortar_sand,0,2019,England,58,25,0,0,nan,nan
Import_clinker,Mortar_cement,0,2019,England,58,26,0,0,nan,nan
Import_clinker,Other_aggregate_use,0,2019,England,58,38,0,0,nan,nan
Import_clinker,Non_aggregate_use,0,2019,England,58,39,0,0,nan,nan
Import_cement,Sand_pr,0,2019,England,59,13,0,0,nan,nan
Import_cement,Gravel_pr,0,2019,England,59,14,0,0,nan,nan
Import_cement,Crushed_rock_pr,0,2019,England,59,15,0,0,nan,nan
Import_cement,Secondary_aggregates_pr,0,2019,England,59,16,0,0,nan,nan
Import_cement,C&D_waste_pr,0,2019,England,59,17,0,0,nan,nan
Import_cement,Cement_manufacturing,0,2019,England,59,18,0,0,nan,nan
Import_cement,Reinforcing_steel_manufacturing,0,2019,England,59,19,0,0,nan,nan
Import_cement,Concrete_sand,0,2019,England,59,20,0,0,nan,nan
Import_cement,Concrete_gravel,0,2019,England,59,21,0,0,nan,nan
Import_cement,Concrete_crushed_rock,0,2019,England,59,22,0,0,nan,nan
Import_cement,Concrete_steel,0,2019,England,59,23,0,0,nan,nan
Import_cement,Mortar_sand,0,2019,England,59,25,0,0,nan,nan
Import_cement,Other_aggregate_use,0,2019,England,59,38,0,0,nan,nan
Import_cement,Non_aggregate_use,0,2019,England,59,39,0,0,nan,nan
